taxon_name,resprouting_binomial,seeding_binomial,min_maturity_primary,avg_maturity_primary,bin_maturity_primary,min_maturity_secondary,avg_maturity_secondary,resprouting_binomial_score,seeding_binomial_score,min_maturity_primary_score,avg_maturity_primary_score,bin_maturity_primary_score,min_maturity_secondary_score,avg_maturity_secondary_score,score_GM
Gastrolobium capitatum,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Gastrolobium celsianum,FALSE,NA,NA,4,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Gastrolobium crassifolium,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Gastrolobium dilatatum,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Gastrolobium grandiflorum,TRUE,NA,NA,NA,2--3,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Gastrolobium ilicifolium,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Gastrolobium latifolium,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Gastrolobium lehmannii,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Gastrolobium melanocarpum,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Gastrolobium microcarpum,FALSE,NA,NA,3,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Gastrolobium obovatum,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Gastrolobium oxylobioides,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Gastrolobium papilio,FALSE,NA,NA,2,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Gastrolobium parviflorum,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Gastrolobium parvifolium,FALSE,NA,NA,4,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Gastrolobium polystachyum,FALSE,NA,NA,3,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Gastrolobium praemorsum,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Gastrolobium punctatum,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Gastrolobium sericeum,FALSE,NA,NA,2,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Gastrolobium spathulatum,FALSE,NA,NA,1.5,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Gastrolobium spinosum,FALSE,TRUE,NA,3,NA,NA,NA,1,0.2,NA,0.2,NA,NA,NA,0.3419951893
Gastrolobium trilobum,FALSE,NA,NA,4,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Gastrolobium velutinum,FALSE,NA,NA,3.5,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Gaultheria,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Gaultheria appressa,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Gaultheria appressa var. glabra,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Gaultheria depressa,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Gaultheria hispida,FALSE,FALSE,NA,NA,1--5,NA,NA,1,1,NA,NA,0.2,NA,NA,0.5848035476
Gaultheria tasmanica,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Geijera,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Geijera linearifolia,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Geijera parviflora,TRUE,FALSE,NA,NA,5--20,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Geijera salicifolia,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Geitonoplesium,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Geitonoplesium cymosum,TRUE,FALSE,2,NA,1--5,0.6782945736,NA,0.2,1,0.2,NA,0.2,0.2,NA,0.2759459323
Geniostoma rupestre var. australianum,NA,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0.2
Genista monspessulana,NA,NA,1.666667,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,0.2
Genoplesium,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Genoplesium morrisii,NA,NA,1,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,0.2
Genoplesium sp. [Genoplesium nigricans/rufum; White_2020],NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Gentiana wingecarribiensis,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Gentianella,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Gentianella bawbawensis,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Gentianella cunninghamii,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Gentianella cunninghamii subsp. cunninghamii,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Gentianella cunninghamii subsp. major,TRUE,FALSE,NA,NA,1--5,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Gentianella diemensis,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Gentianella gunniana,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Gentianella muelleriana,FALSE,TRUE,NA,NA,1--5,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Gentianella muelleriana subsp. alpestris,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Gentianella muelleriana subsp. jingerensis,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Gentianella muelleriana subsp. muelleriana,FALSE,TRUE,NA,NA,1--5,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Gentianella muelleriana subsp. willisiana,FALSE,TRUE,NA,NA,1--5,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Gentianella polysperes,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Gentianella sylvicola,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Geococcus,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Geococcus pusillus,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Geodorum densiflorum,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Georgeantha hexandra,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Geraniaceae,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Geranium antrorsum,TRUE,TRUE,1,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Geranium brevicaule,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Geranium gardneri,TRUE,NA,NA,NA,0--1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Geranium homeanum,TRUE,NA,NA,NA,1--5,0.3682170543,NA,0.2,NA,NA,NA,0.2,0.2,NA,0.2
Geranium neglectum,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Geranium obtusisepalum,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Geranium potentilloides,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Geranium potentilloides var. abditum,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Geranium potentilloides var. potentilloides,TRUE,NA,1,NA,1--5,NA,NA,0.2,NA,0.2,NA,0.2,NA,NA,0.2
Geranium potentilloides var. Subalps (N.G.Walsh 4179),TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Geranium retrorsum,TRUE,NA,1,NA,1--5,NA,0.5,0.2,NA,0.2,NA,0.2,NA,0.2,0.2
Geranium sessiliflorum,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Geranium solanderi,TRUE,NA,1,0.5,1--5,NA,NA,0.2,NA,0.2,0.2,0.2,NA,NA,0.2
Geranium solanderi var. grande,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Geranium solanderi var. solanderi,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Geranium sp. [Geranium aff. sp. 3; White_2020],NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Geranium sp. [Geranium sp. 13; White_2020],NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Geranium sp. [Geranium sp. 14; White_2020],NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Geranium sp. [Geranium sp. 17; White_2020],NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Geranium sp. Alpine swamps (N.G.Walsh 613),TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Geranium sp. Glandular hairs (A.C.Beauglehole 91395),TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
"Geranium sp. Large flowers (D.Marshall s.n., 20/12/2004)",TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Geranium sp. Narrow lobes (G.S.Lorimer 1771),TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Geranium sp. Pale pink flowers (M.Gray 5847),TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Geranium sp. Pleated sepals (D.E.Albrecht 4707),NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Germainia grandiflora,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Germainia truncatiglumis,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Geum,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Geum urbanum,TRUE,NA,1,NA,NA,NA,1,0.2,NA,0.2,NA,NA,NA,0.2,0.2
Geum urbanum var. strictum,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Gingidia,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Gingidia algens,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Gingidia harveyana,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Gladiolus angustus,NA,NA,NA,NA,NA,0.7751937984,NA,NA,NA,NA,NA,NA,0.2,NA,0.2
Gleichenia,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Gleichenia alpina,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Gleichenia dicarpa,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Gleichenia microphylla,TRUE,NA,2,NA,1--5,NA,2,0.2,NA,0.2,NA,0.2,NA,0.2,0.2
Gleichenia rupestris,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Glinus,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Glinus lotoides,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Glinus oppositifolius,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Glischrocaryon,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Glischrocaryon angustifolium,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Glischrocaryon aureum,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Glischrocaryon behrii,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Glischrocaryon flavescens,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Glischrocaryon roei,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Glochidion apodogynum,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Glochidion disparipes,TRUE,NA,NA,NA,4--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Glochidion ferdinandi,TRUE,TRUE,NA,NA,5--20,1.472868217,NA,0.2,0.2,NA,NA,1,0.2,NA,0.2990697562
Glochidion ferdinandi var. ferdinandi,TRUE,FALSE,1,NA,5--20,0.5,NA,0.2,1,0.2,NA,1,0.2,NA,0.3807307877
Glochidion ferdinandi var. pubens,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Glochidion harveyanum var. harveyanum,TRUE,NA,NA,NA,0--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Glochidion hylandii,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Glochidion lobocarpum,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Glochidion philippicum,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Glochidion sessiliflorum,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Glochidion sessiliflorum var. pedicellatum,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Glochidion sumatranum,TRUE,NA,NA,NA,6--10,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Glochidion xerocarpum,TRUE,NA,NA,NA,4--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Glossocardia,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Glossocardia bidens,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Glossodia,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Glossodia major,TRUE,FALSE,1,NA,1--5,0.6007751938,1,0.2,1,0.2,NA,0.2,0.2,0.2,0.2615320972
Glossodia minor,TRUE,NA,2,NA,1--5,0.6007751938,0.75,0.2,NA,0.2,NA,0.2,0.2,0.2,0.2
Glossostigma,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Glossostigma cleistanthum,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Glossostigma diandrum,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Glossostigma drummondii,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Glossostigma elatinoides,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Glyceria australis,TRUE,NA,NA,NA,0--1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Glycine,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Glycine canescens,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Glycine clandestina,TRUE,TRUE,2,NA,1--5,0.6782945736,0.3,0.2,0.2,0.2,NA,0.2,0.2,0.2,0.2
Glycine cyrtoloba,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Glycine falcata,TRUE,TRUE,NA,NA,1,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Glycine latifolia,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Glycine latrobeana,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Glycine microphylla,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Glycine pacifica (Grace 946),NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Glycine pindanica,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Glycine rubiginosa,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Glycine sp. A,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Glycine stenophita,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Glycine tabacina,TRUE,TRUE,1,NA,1--5,0.1937984496,0.5,0.2,0.2,0.2,NA,0.2,0.2,0.2,0.2
Glycine tabacina subsp. A,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Glycine tabacina subsp. B,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Glycine tomentella,TRUE,TRUE,NA,NA,1,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Glycosmis macrophylla,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Glycosmis sapindoides,NA,NA,NA,NA,6--10,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Glycosmis trifoliata,TRUE,FALSE,NA,NA,6--10,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Glycyrrhiza,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Glycyrrhiza acanthocarpa,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Gmelina fasciculiflora,NA,NA,NA,NA,20--,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Gmelina leichhardtii,TRUE,FALSE,NA,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,0.4472135955
Gmelina schlechteri,TRUE,NA,NA,NA,10--,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Gnaphalium,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Gnaphalium diamantinense,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Gnaphalium indutum,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Gnaphalium indutum subsp. acuminatum,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Gnaphalium polycaulon,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Gnaphalium sp. [Gnaphalium aff. sphaericum; White_2020],NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Gnephosis,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Gnephosis arachnoidea,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Gnephosis drummondii,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Gnephosis eriocarpa,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Gnephosis tenuissima,FALSE,NA,NA,NA,0--1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Gomphandra australiana,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Gomphocarpus fruticosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#NUM!
Gompholobium,NA,NA,NA,NA,5--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Gompholobium aristatum,FALSE,NA,NA,2,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Gompholobium aspalathoides,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Gompholobium burtonioides,FALSE,NA,NA,2,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Gompholobium capitatum,FALSE,NA,NA,2.166666667,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Gompholobium confertum,FALSE,TRUE,NA,1,NA,NA,NA,1,0.2,NA,0.2,NA,NA,NA,0.3419951893
Gompholobium ecostatum,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Gompholobium foliolosum,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Gompholobium glabratum,TRUE,TRUE,1.724806,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Gompholobium gompholobioides,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Gompholobium grandiflorum,TRUE,TRUE,3,NA,NA,1.744186047,2.5,0.2,0.2,0.2,NA,NA,0.2,0.2,0.2
Gompholobium hendersonii,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Gompholobium huegelii,TRUE,TRUE,NA,NA,5--20,3,NA,0.2,0.2,NA,NA,1,0.2,NA,0.2990697562
Gompholobium inconspicuum,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Gompholobium knightianum,TRUE,TRUE,NA,1.75,5--20,NA,NA,0.2,0.2,NA,0.2,1,NA,NA,0.2990697562
Gompholobium latifolium,TRUE,TRUE,2.713178,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Gompholobium marginatum,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Gompholobium minus,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Gompholobium ovatum,TRUE,TRUE,NA,2.291666667,NA,NA,NA,0.2,0.2,NA,0.2,NA,NA,NA,0.2
Gompholobium pinnatum,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Gompholobium polymorphum,FALSE,TRUE,NA,1.083333333,NA,NA,NA,1,0.2,NA,0.2,NA,NA,NA,0.3419951893
Gompholobium polyzygum,TRUE,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Gompholobium preissii,FALSE,TRUE,NA,1.75,NA,NA,NA,1,0.2,NA,0.2,NA,NA,NA,0.3419951893
Gompholobium scabrum,FALSE,NA,NA,2.5,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Gompholobium simplicifolium,TRUE,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Gompholobium subulatum,FALSE,TRUE,NA,NA,2--3,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Gompholobium tomentosum,FALSE,TRUE,NA,2.583333333,NA,NA,NA,1,0.2,NA,0.2,NA,NA,NA,0.3419951893
Gompholobium uncinatum,FALSE,NA,5,NA,NA,NA,NA,1,NA,0.2,NA,NA,NA,NA,0.4472135955
Gompholobium venustum,FALSE,NA,NA,4,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Gompholobium virgatum,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Gompholobium viscidulum,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Gomphrena,NA,NA,NA,NA,0--1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Gomphrena brachystylis subsp. brachystylis,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Gomphrena breviflora,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Gomphrena canescens,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Gomphrena conica,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Gomphrena diffusa,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Gomphrena lanata,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Gonocarpus,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Gonocarpus benthamii,FALSE,NA,NA,2,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Gonocarpus chinensis subsp. verrucosus,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Gonocarpus cordiger,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Gonocarpus elatus,TRUE,NA,2,NA,1--5,NA,NA,0.2,NA,0.2,NA,0.2,NA,NA,0.2
Gonocarpus eremophilus,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Gonocarpus humilis,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Gonocarpus leptothecus,FALSE,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Gonocarpus longifolius,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Gonocarpus mezianus,TRUE,NA,NA,NA,1--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Gonocarpus micranthus,TRUE,TRUE,1,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
