original_name,aligned_name,accepted_name,suggested_name,genus,taxon_rank,taxonomic_dataset,taxonomic_status,scientific_name_authorship,aligned_reason,update_reason,number_of_collapsed_taxa
Eucalyptus angulosa,Eucalyptus angulosa,Eucalyptus angulosa,Eucalyptus angulosa [alternative possible names: Eucalyptus capitanea (pro parte misapplied)],Eucalyptus,species,APC,accepted,Schauer,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,1
Eucalyptus annulata,Eucalyptus annulata,Eucalyptus annulata,Eucalyptus annulata,Eucalyptus,species,APC,accepted,Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus argillacea,Eucalyptus argillacea,Eucalyptus argillacea,Eucalyptus argillacea,Eucalyptus,species,APC,accepted,W.Fitzg.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus argophloia,Eucalyptus argophloia,Eucalyptus argophloia,Eucalyptus argophloia,Eucalyptus,species,APC,accepted,Blakely,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus aromaphloia,Eucalyptus aromaphloia,Eucalyptus aromaphloia,Eucalyptus aromaphloia,Eucalyptus,species,APC,accepted,L.D.Pryor & J.H.Willis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus baileyana,Eucalyptus baileyana,Eucalyptus baileyana,Eucalyptus baileyana,Eucalyptus,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus bakeri,Eucalyptus bakeri,Eucalyptus bakeri,Eucalyptus bakeri,Eucalyptus,species,APC,accepted,Maiden,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus baxteri,Eucalyptus baxteri,Eucalyptus baxteri,Eucalyptus baxteri,Eucalyptus,species,APC,accepted,(Benth.) Maiden & Blakely ex J.M.Black,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus bigalerita,Eucalyptus bigalerita,Eucalyptus bigalerita,Eucalyptus bigalerita,Eucalyptus,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus blakelyi,Eucalyptus blakelyi,Eucalyptus blakelyi,Eucalyptus blakelyi,Eucalyptus,species,APC,accepted,Maiden,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus boiryoides,Eucalyptus botryoides,Eucalyptus botryoides,Eucalyptus botryoides,Eucalyptus,species,APC,accepted,Sm.,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus bosistoana,Eucalyptus bosistoana,Eucalyptus bosistoana,Eucalyptus bosistoana,Eucalyptus,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus botryoides,Eucalyptus botryoides,Eucalyptus botryoides,Eucalyptus botryoides,Eucalyptus,species,APC,accepted,Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus brachyandra,Eucalyptus brachyandra,Eucalyptus brachyandra,Eucalyptus brachyandra,Eucalyptus,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus brachycalyx,Eucalyptus brachycalyx,Eucalyptus brachycalyx,Eucalyptus brachycalyx,Eucalyptus,species,APC,accepted,Blakely,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus brassiana,Eucalyptus brassiana,Eucalyptus brassiana,Eucalyptus brassiana,Eucalyptus,species,APC,accepted,S.T.Blake,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus brevifolia,Eucalyptus brevifolia,Eucalyptus brevifolia,Eucalyptus brevifolia,Eucalyptus,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus bridgesiana,Eucalyptus bridgesiana,Eucalyptus bridgesiana,Eucalyptus bridgesiana,Eucalyptus,species,APC,accepted,R.T.Baker,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus burgessiana,Eucalyptus burgessiana,Eucalyptus burgessiana,Eucalyptus burgessiana,Eucalyptus,species,APC,accepted,L.A.S.Johnson & Blaxell,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus calcicultrix,Eucalyptus calcicultrix,Eucalyptus porosa,Eucalyptus porosa,Eucalyptus,species,APC,accepted,F.Muell. ex Miq.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),taxonomic synonym,NA
Eucalyptus caleyi,Eucalyptus caleyi,Eucalyptus caleyi,Eucalyptus caleyi,Eucalyptus,species,APC,accepted,Maiden,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus caliginosa,Eucalyptus caliginosa,Eucalyptus caliginosa,Eucalyptus caliginosa,Eucalyptus,species,APC,accepted,Blakely & McKie,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus calophylla,Eucalyptus calophylla,Corymbia calophylla,Corymbia calophylla,Corymbia,species,APC,accepted,(Lindl.) K.D.Hill & L.A.S.Johnson,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),taxonomic synonym,NA
Eucalyptus calycogona,Eucalyptus calycogona,Eucalyptus calycogona,Eucalyptus calycogona,Eucalyptus,species,APC,accepted,Turcz.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus camadulensis,Eucalyptus camaldulensis,Eucalyptus camaldulensis,Eucalyptus camaldulensis,Eucalyptus,species,APC,accepted,Dehnh.,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus camaldulensis,Eucalyptus camaldulensis,Eucalyptus camaldulensis,Eucalyptus camaldulensis,Eucalyptus,species,APC,accepted,Dehnh.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus cambageana,Eucalyptus cambageana,Eucalyptus cambageana,Eucalyptus cambageana,Eucalyptus,species,APC,accepted,Maiden,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus camfieldii,Eucalyptus camfieldii,Eucalyptus camfieldii,Eucalyptus camfieldii,Eucalyptus,species,APC,accepted,Maiden,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus campaspe,Eucalyptus campaspe,Eucalyptus campaspe,Eucalyptus campaspe,Eucalyptus,species,APC,accepted,S.Moore,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus capitellata,Eucalyptus capitellata,Eucalyptus capitellata,Eucalyptus capitellata,Eucalyptus,species,APC,accepted,Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus cephalocarpa,Eucalyptus cephalocarpa,Eucalyptus cephalocarpa,Eucalyptus cephalocarpa,Eucalyptus,species,APC,accepted,Blakely,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus cinerea,Eucalyptus cinerea,Eucalyptus cinerea,Eucalyptus cinerea,Eucalyptus,species,APC,accepted,F.Muell. ex Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus citriodora,Eucalyptus citriodora,Corymbia citriodora,Corymbia citriodora,Corymbia,species,APC,accepted,(Hook.) K.D.Hill & L.A.S.Johnson,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),nomenclatural synonym,NA
Eucalyptus cladocalyx,Eucalyptus cladocalyx,Eucalyptus cladocalyx,Eucalyptus cladocalyx,Eucalyptus,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus cloeziana,Eucalyptus cloeziana,Eucalyptus cloeziana,Eucalyptus cloeziana,Eucalyptus,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus cneorifolia,Eucalyptus cneorifolia,Eucalyptus cneorifolia,Eucalyptus cneorifolia,Eucalyptus,species,APC,accepted,DC.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus coccifera,Eucalyptus coccifera,Eucalyptus coccifera,Eucalyptus coccifera,Eucalyptus,species,APC,accepted,Hook.f.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus conglobata,Eucalyptus conglobata,Eucalyptus conglobata,Eucalyptus conglobata,Eucalyptus,species,APC,accepted,(R.Br. ex Benth.) Maiden,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus conglomerata,Eucalyptus conglomerata,Eucalyptus conglomerata,Eucalyptus conglomerata,Eucalyptus,species,APC,accepted,Maiden & Blakely,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus cornuta,Eucalyptus cornuta,Eucalyptus cornuta,Eucalyptus cornuta,Eucalyptus,species,APC,accepted,Labill.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus cosmophylla,Eucalyptus cosmophylla,Eucalyptus cosmophylla,Eucalyptus cosmophylla,Eucalyptus,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus crebra,Eucalyptus crebra,Eucalyptus crebra,Eucalyptus crebra,Eucalyptus,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus cunninghamii,Eucalyptus cunninghamii,Eucalyptus cunninghamii,Eucalyptus cunninghamii,Eucalyptus,species,APC,accepted,Sweet,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus curtisii,Eucalyptus curtisii,Eucalyptus curtisii,Eucalyptus curtisii,Eucalyptus,species,APC,accepted,Blakely & C.T.White,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus cylindriflora,Eucalyptus cylindriflora,Eucalyptus cylindriflora,Eucalyptus cylindriflora,Eucalyptus,species,APC,accepted,Maiden & Blakely,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus cypellocarpa,Eucalyptus cypellocarpa,Eucalyptus cypellocarpa,Eucalyptus cypellocarpa [alternative possible names: Eucalyptus quinniorum (pro parte misapplied)],Eucalyptus,species,APC,accepted,L.A.S.Johnson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,1
Eucalyptus dalrympleana,Eucalyptus dalrympleana,Eucalyptus dalrympleana,Eucalyptus dalrympleana,Eucalyptus,species,APC,accepted,Maiden,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus dealbata,Eucalyptus dealbata,Eucalyptus dealbata,Eucalyptus dealbata,Eucalyptus,species,APC,accepted,A.Cunn. ex Schauer,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus deanei,Eucalyptus deanei,Eucalyptus deanei,Eucalyptus deanei,Eucalyptus,species,APC,accepted,Maiden,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus decipiens,Eucalyptus decipiens,Eucalyptus decipiens,Eucalyptus decipiens,Eucalyptus,species,APC,accepted,Endl.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Eucalyptus delegatensis,Eucalyptus delegatensis,Eucalyptus delegatensis,Eucalyptus delegatensis,Eucalyptus,species,APC,accepted,R.T.Baker,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
